Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Trimestre,Nom_Barri,Valor,Codi_Barri,_id,Any
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,la Font de la Guatlla,--,14,306,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,Hostafrancs,--,15,307,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,la Bordeta,--,16,308,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,Sants - Badal,3818.2,17,309,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,Sants,5226.4,18,310,2021
4,Nou. Euros/m2 construït,Les Corts,1,les Corts,5320.8,19,311,2021
4,Nou. Euros/m2 construït,Les Corts,1,la Maternitat i Sant Ramon,--,20,312,2021
4,Nou. Euros/m2 construït,Les Corts,1,Pedralbes,--,21,313,2021
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",--,22,314,2021
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sarrià,4789.1,23,315,2021
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,1,les Tres Torres,--,24,316,2021
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,4934.9,25,317,2021
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,6426.7,26,318,2021
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,1,el Putxet i el Farró,6242.4,27,319,2021
6,Nou. Euros/m2 construït,Gràcia,1,Vallcarca i els Penitents,4180.5,28,320,2021
6,Nou. Euros/m2 construït,Gràcia,1,el Coll,--,29,321,2021
6,Nou. Euros/m2 construït,Gràcia,1,la Salut,--,30,322,2021
6,Nou. Euros/m2 construït,Gràcia,1,la Vila de Gràcia,5266.1,31,323,2021
6,Nou. Euros/m2 construït,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,--,32,324,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,el Baix Guinardó,--,33,325,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,Can Baró,--,34,326,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,el Guinardó,1849.0,35,327,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,la Font d'en Fargues,--,36,328,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,el Carmel,2228.3,37,329,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,la Teixonera,3377.6,38,330,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,Sant Genís dels Agudells,--,39,331,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,Montbau,--,40,332,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,la Vall d'Hebron,--,41,333,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,la Clota,--,42,334,2021
7,Nou. Euros/m2 construït,Horta-Guinardó,1,Horta,3832.4,43,335,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Vilapicina i la Torre Llobeta,5035.2,44,336,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Porta,--,45,337,2021
8,Nou. Euros/m2 construït,Nou Barris,1,el Turó de la Peira,--,46,338,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Can Peguera,--,47,339,2021
8,Nou. Euros/m2 construït,Nou Barris,1,la Guineueta,--,48,340,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Canyelles,--,49,341,2021
8,Nou. Euros/m2 construït,Nou Barris,1,les Roquetes,--,50,342,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Verdun,--,51,343,2021
8,Nou. Euros/m2 construït,Nou Barris,1,la Prosperitat,--,52,344,2021
8,Nou. Euros/m2 construït,Nou Barris,1,la Trinitat Nova,--,53,345,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Torre Baró,--,54,346,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Ciutat Meridiana,--,55,347,2021
8,Nou. Euros/m2 construït,Nou Barris,1,Vallbona,--,56,348,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,la Trinitat Vella,--,57,349,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,Baró de Viver,--,58,350,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,el Bon Pastor,--,59,351,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,Sant Andreu,4908.5,60,352,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,la Sagrera,--,61,353,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,el Congrés i els Indians,--,62,354,2021
9,Nou. Euros/m2 construït,Sant Andreu,1,Navas,--,63,355,2021
10,Nou. Euros/m2 construït,Sant Martí,1,el Camp de l'Arpa del Clot,--,64,356,2021
10,Nou. Euros/m2 construït,Sant Martí,1,el Clot,--,65,357,2021
10,Nou. Euros/m2 construït,Sant Martí,1,el Parc i la Llacuna del Poblenou,2280.8,66,358,2021
10,Nou. Euros/m2 construït,Sant Martí,1,la Vila Olímpica del Poblenou,--,67,359,2021
10,Nou. Euros/m2 construït,Sant Martí,1,el Poblenou,--,68,360,2021
10,Nou. Euros/m2 construït,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,--,69,361,2021
10,Nou. Euros/m2 construït,Sant Martí,1,el Besòs i el Maresme,2553.6,70,362,2021
10,Nou. Euros/m2 construït,Sant Martí,1,Provençals del Poblenou,3356.7,71,363,2021
10,Nou. Euros/m2 construït,Sant Martí,1,Sant Martí de Provençals,--,72,364,2021
10,Nou. Euros/m2 construït,Sant Martí,1,la Verneda i la Pau,--,73,365,2021
1,Usat. Euros/m2 construït,Ciutat Vella,1,el Raval,2934.3,1,366,2021
1,Usat. Euros/m2 construït,Ciutat Vella,1,el Barri Gòtic,3541.3,2,367,2021
1,Usat. Euros/m2 construït,Ciutat Vella,1,la Barceloneta,4220.6,3,368,2021
1,Usat. Euros/m2 construït,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",3804.9,4,369,2021
2,Usat. Euros/m2 construït,Eixample,1,el Fort Pienc,3749.9,5,370,2021
2,Usat. Euros/m2 construït,Eixample,1,la Sagrada Família,4148.0,6,371,2021
2,Usat. Euros/m2 construït,Eixample,1,la Dreta de l'Eixample,5959.6,7,372,2021
2,Usat. Euros/m2 construït,Eixample,1,l'Antiga Esquerra de l'Eixample,4604.5,8,373,2021
2,Usat. Euros/m2 construït,Eixample,1,la Nova Esquerra de l'Eixample,4369.3,9,374,2021
2,Usat. Euros/m2 construït,Eixample,1,Sant Antoni,4206.0,10,375,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,el Poble Sec,4270.5,11,376,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,la Marina del Prat Vermell,3524.9,12,377,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,la Marina de Port,2921.7,13,378,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,la Font de la Guatlla,3809.8,14,379,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,Hostafrancs,4171.3,15,380,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,la Bordeta,2618.5,16,381,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,Sants - Badal,3530.5,17,382,2021
3,Usat. Euros/m2 construït,Sants-Montjuïc,1,Sants,3698.6,18,383,2021
4,Usat. Euros/m2 construït,Les Corts,1,les Corts,4977.2,19,384,2021
4,Usat. Euros/m2 construït,Les Corts,1,la Maternitat i Sant Ramon,3827.6,20,385,2021
4,Usat. Euros/m2 construït,Les Corts,1,Pedralbes,5923.8,21,386,2021
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",3419.7,22,387,2021
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sarrià,5299.2,23,388,2021
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,1,les Tres Torres,5623.1,24,389,2021
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,6602.8,25,390,2021
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,7181.6,26,391,2021
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,1,el Putxet i el Farró,4898.9,27,392,2021
6,Usat. Euros/m2 construït,Gràcia,1,Vallcarca i els Penitents,4043.5,28,393,2021
6,Usat. Euros/m2 construït,Gràcia,1,el Coll,2775.0,29,394,2021
6,Usat. Euros/m2 construït,Gràcia,1,la Salut,4083.9,30,395,2021
6,Usat. Euros/m2 construït,Gràcia,1,la Vila de Gràcia,4388.4,31,396,2021
6,Usat. Euros/m2 construït,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,4515.2,32,397,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,el Baix Guinardó,2654.0,33,398,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,Can Baró,3105.3,34,399,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,el Guinardó,3591.1,35,400,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,la Font d'en Fargues,4086.9,36,401,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,el Carmel,2484.9,37,402,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,la Teixonera,2255.2,38,403,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,Sant Genís dels Agudells,2201.0,39,404,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,Montbau,2635.6,40,405,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,la Vall d'Hebron,3742.1,41,406,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,la Clota,--,42,407,2021
7,Usat. Euros/m2 construït,Horta-Guinardó,1,Horta,3426.9,43,408,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Vilapicina i la Torre Llobeta,3198.1,44,409,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Porta,2562.4,45,410,2021
8,Usat. Euros/m2 construït,Nou Barris,1,el Turó de la Peira,2188.1,46,411,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Can Peguera,2905.4,47,412,2021
8,Usat. Euros/m2 construït,Nou Barris,1,la Guineueta,2412.9,48,413,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Canyelles,2775.6,49,414,2021
8,Usat. Euros/m2 construït,Nou Barris,1,les Roquetes,2339.2,50,415,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Verdun,1925.7,51,416,2021
8,Usat. Euros/m2 construït,Nou Barris,1,la Prosperitat,2683.2,52,417,2021
8,Usat. Euros/m2 construït,Nou Barris,1,la Trinitat Nova,1909.2,53,418,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Torre Baró,2508.0,54,419,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Ciutat Meridiana,859.1,55,420,2021
8,Usat. Euros/m2 construït,Nou Barris,1,Vallbona,--,56,421,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,la Trinitat Vella,--,57,422,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,Baró de Viver,--,58,423,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,el Bon Pastor,2056.7,59,424,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,Sant Andreu,3555.7,60,425,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,la Sagrera,3852.5,61,426,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,el Congrés i els Indians,4617.1,62,427,2021
9,Usat. Euros/m2 construït,Sant Andreu,1,Navas,3668.0,63,428,2021
10,Usat. Euros/m2 construït,Sant Martí,1,el Camp de l'Arpa del Clot,3300.6,64,429,2021
10,Usat. Euros/m2 construït,Sant Martí,1,el Clot,3630.3,65,430,2021
10,Usat. Euros/m2 construït,Sant Martí,1,el Parc i la Llacuna del Poblenou,4040.0,66,431,2021
10,Usat. Euros/m2 construït,Sant Martí,1,la Vila Olímpica del Poblenou,4684.1,67,432,2021
10,Usat. Euros/m2 construït,Sant Martí,1,el Poblenou,4496.5,68,433,2021
10,Usat. Euros/m2 construït,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,4221.8,69,434,2021
10,Usat. Euros/m2 construït,Sant Martí,1,el Besòs i el Maresme,2227.4,70,435,2021
10,Usat. Euros/m2 construït,Sant Martí,1,Provençals del Poblenou,3252.6,71,436,2021
10,Usat. Euros/m2 construït,Sant Martí,1,Sant Martí de Provençals,2829.8,72,437,2021
10,Usat. Euros/m2 construït,Sant Martí,1,la Verneda i la Pau,2169.4,73,438,2021
1,Total. Milers d'euros,Ciutat Vella,2,el Raval,250.3,1,439,2021
1,Total. Milers d'euros,Ciutat Vella,2,el Barri Gòtic,410.0,2,440,2021
1,Total. Milers d'euros,Ciutat Vella,2,la Barceloneta,174.7,3,441,2021
1,Total. Milers d'euros,Ciutat Vella,2,"Sant Pere, Santa Caterina i la Ribera",254.8,4,442,2021
2,Total. Milers d'euros,Eixample,2,el Fort Pienc,356.5,5,443,2021
2,Total. Milers d'euros,Eixample,2,la Sagrada Família,309.2,6,444,2021
2,Total. Milers d'euros,Eixample,2,la Dreta de l'Eixample,549.6,7,445,2021
2,Total. Milers d'euros,Eixample,2,l'Antiga Esquerra de l'Eixample,471.6,8,446,2021
2,Total. Milers d'euros,Eixample,2,la Nova Esquerra de l'Eixample,368.4,9,447,2021
2,Total. Milers d'euros,Eixample,2,Sant Antoni,342.7,10,448,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,el Poble Sec,358.3,11,449,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,la Marina del Prat Vermell,145.4,12,450,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,la Marina de Port,271.7,13,451,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,la Font de la Guatlla,269.6,14,452,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,Hostafrancs,307.1,15,453,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,la Bordeta,224.5,16,454,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,Sants - Badal,225.3,17,455,2021
3,Total. Milers d'euros,Sants-Montjuïc,2,Sants,285.4,18,456,2021
4,Total. Milers d'euros,Les Corts,2,les Corts,360.3,19,457,2021
4,Total. Milers d'euros,Les Corts,2,la Maternitat i Sant Ramon,376.2,20,458,2021
4,Total. Milers d'euros,Les Corts,2,Pedralbes,581.9,21,459,2021
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,"Vallvidrera, el Tibidabo i les Planes",336.0,22,460,2021
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,Sarrià,638.6,23,461,2021
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,les Tres Torres,1018.7,24,462,2021
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - la Bonanova,809.7,25,463,2021
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - Galvany,979.0,26,464,2021
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,el Putxet i el Farró,443.0,27,465,2021
6,Total. Milers d'euros,Gràcia,2,Vallcarca i els Penitents,344.2,28,466,2021
6,Total. Milers d'euros,Gràcia,2,el Coll,263.2,29,467,2021
6,Total. Milers d'euros,Gràcia,2,la Salut,374.2,30,468,2021
6,Total. Milers d'euros,Gràcia,2,la Vila de Gràcia,341.6,31,469,2021
6,Total. Milers d'euros,Gràcia,2,el Camp d'en Grassot i Gràcia Nova,300.1,32,470,2021
7,Total. Milers d'euros,Horta-Guinardó,2,el Baix Guinardó,233.8,33,471,2021
7,Total. Milers d'euros,Horta-Guinardó,2,Can Baró,263.3,34,472,2021
7,Total. Milers d'euros,Horta-Guinardó,2,el Guinardó,228.3,35,473,2021
7,Total. Milers d'euros,Horta-Guinardó,2,la Font d'en Fargues,305.4,36,474,2021
7,Total. Milers d'euros,Horta-Guinardó,2,el Carmel,140.2,37,475,2021
7,Total. Milers d'euros,Horta-Guinardó,2,la Teixonera,156.6,38,476,2021
7,Total. Milers d'euros,Horta-Guinardó,2,Sant Genís dels Agudells,204.8,39,477,2021
7,Total. Milers d'euros,Horta-Guinardó,2,Montbau,193.8,40,478,2021
7,Total. Milers d'euros,Horta-Guinardó,2,la Vall d'Hebron,306.7,41,479,2021
7,Total. Milers d'euros,Horta-Guinardó,2,la Clota,--,42,480,2021
7,Total. Milers d'euros,Horta-Guinardó,2,Horta,205.8,43,481,2021
8,Total. Milers d'euros,Nou Barris,2,Vilapicina i la Torre Llobeta,229.5,44,482,2021
8,Total. Milers d'euros,Nou Barris,2,Porta,175.1,45,483,2021
8,Total. Milers d'euros,Nou Barris,2,el Turó de la Peira,144.9,46,484,2021
8,Total. Milers d'euros,Nou Barris,2,Can Peguera,--,47,485,2021
8,Total. Milers d'euros,Nou Barris,2,la Guineueta,176.6,48,486,2021
8,Total. Milers d'euros,Nou Barris,2,Canyelles,183.3,49,487,2021
8,Total. Milers d'euros,Nou Barris,2,les Roquetes,97.6,50,488,2021
8,Total. Milers d'euros,Nou Barris,2,Verdun,163.7,51,489,2021
8,Total. Milers d'euros,Nou Barris,2,la Prosperitat,138.3,52,490,2021
8,Total. Milers d'euros,Nou Barris,2,la Trinitat Nova,110.8,53,491,2021
8,Total. Milers d'euros,Nou Barris,2,Torre Baró,--,54,492,2021
8,Total. Milers d'euros,Nou Barris,2,Ciutat Meridiana,65.9,55,493,2021
8,Total. Milers d'euros,Nou Barris,2,Vallbona,--,56,494,2021
9,Total. Milers d'euros,Sant Andreu,2,la Trinitat Vella,108.3,57,495,2021
9,Total. Milers d'euros,Sant Andreu,2,Baró de Viver,--,58,496,2021
9,Total. Milers d'euros,Sant Andreu,2,el Bon Pastor,162.3,59,497,2021
9,Total. Milers d'euros,Sant Andreu,2,Sant Andreu,343.7,60,498,2021
9,Total. Milers d'euros,Sant Andreu,2,la Sagrera,248.9,61,499,2021
9,Total. Milers d'euros,Sant Andreu,2,el Congrés i els Indians,324.3,62,500,2021
9,Total. Milers d'euros,Sant Andreu,2,Navas,266.2,63,501,2021
10,Total. Milers d'euros,Sant Martí,2,el Camp de l'Arpa del Clot,226.3,64,502,2021
10,Total. Milers d'euros,Sant Martí,2,el Clot,262.9,65,503,2021
10,Total. Milers d'euros,Sant Martí,2,el Parc i la Llacuna del Poblenou,306.7,66,504,2021
10,Total. Milers d'euros,Sant Martí,2,la Vila Olímpica del Poblenou,295.4,67,505,2021
10,Total. Milers d'euros,Sant Martí,2,el Poblenou,372.5,68,506,2021
10,Total. Milers d'euros,Sant Martí,2,Diagonal Mar i el Front Marítim del Poblenou,438.7,69,507,2021
10,Total. Milers d'euros,Sant Martí,2,el Besòs i el Maresme,202.0,70,508,2021
10,Total. Milers d'euros,Sant Martí,2,Provençals del Poblenou,237.7,71,509,2021
10,Total. Milers d'euros,Sant Martí,2,Sant Martí de Provençals,183.0,72,510,2021
10,Total. Milers d'euros,Sant Martí,2,la Verneda i la Pau,163.7,73,511,2021
1,Nou. Milers d'euros,Ciutat Vella,2,el Raval,--,1,512,2021
1,Nou. Milers d'euros,Ciutat Vella,2,el Barri Gòtic,512.3,2,513,2021
1,Nou. Milers d'euros,Ciutat Vella,2,la Barceloneta,--,3,514,2021
1,Nou. Milers d'euros,Ciutat Vella,2,"Sant Pere, Santa Caterina i la Ribera",539.0,4,515,2021
2,Nou. Milers d'euros,Eixample,2,el Fort Pienc,--,5,516,2021
2,Nou. Milers d'euros,Eixample,2,la Sagrada Família,190.9,6,517,2021
2,Nou. Milers d'euros,Eixample,2,la Dreta de l'Eixample,743.3,7,518,2021
2,Nou. Milers d'euros,Eixample,2,l'Antiga Esquerra de l'Eixample,--,8,519,2021
2,Nou. Milers d'euros,Eixample,2,la Nova Esquerra de l'Eixample,382.0,9,520,2021
2,Nou. Milers d'euros,Eixample,2,Sant Antoni,--,10,521,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,el Poble Sec,--,11,522,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Marina del Prat Vermell,--,12,523,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Marina de Port,--,13,524,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Font de la Guatlla,--,14,525,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,Hostafrancs,381.0,15,526,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,la Bordeta,251.7,16,527,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,Sants - Badal,305.0,17,528,2021
3,Nou. Milers d'euros,Sants-Montjuïc,2,Sants,268.7,18,529,2021
4,Nou. Milers d'euros,Les Corts,2,les Corts,407.0,19,530,2021
4,Nou. Milers d'euros,Les Corts,2,la Maternitat i Sant Ramon,--,20,531,2021
4,Nou. Milers d'euros,Les Corts,2,Pedralbes,345.0,21,532,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,"Vallvidrera, el Tibidabo i les Planes",190.0,22,533,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,Sarrià,--,23,534,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,les Tres Torres,--,24,535,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - la Bonanova,765.5,25,536,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - Galvany,951.4,26,537,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,2,el Putxet i el Farró,622.0,27,538,2021
6,Nou. Milers d'euros,Gràcia,2,Vallcarca i els Penitents,434.3,28,539,2021
6,Nou. Milers d'euros,Gràcia,2,el Coll,277.8,29,540,2021
6,Nou. Milers d'euros,Gràcia,2,la Salut,--,30,541,2021
6,Nou. Milers d'euros,Gràcia,2,la Vila de Gràcia,--,31,542,2021
6,Nou. Milers d'euros,Gràcia,2,el Camp d'en Grassot i Gràcia Nova,--,32,543,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,el Baix Guinardó,--,33,544,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,Can Baró,--,34,545,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,el Guinardó,252.8,35,546,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,la Font d'en Fargues,--,36,547,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,el Carmel,134.4,37,548,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,la Teixonera,155.6,38,549,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,Sant Genís dels Agudells,--,39,550,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,Montbau,--,40,551,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,la Vall d'Hebron,--,41,552,2021
8,Usat. Milers d'euros,Nou Barris,2,Torre Baró,--,54,638,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,la Clota,--,42,553,2021
7,Nou. Milers d'euros,Horta-Guinardó,2,Horta,253.4,43,554,2021
8,Nou. Milers d'euros,Nou Barris,2,Vilapicina i la Torre Llobeta,259.8,44,555,2021
8,Nou. Milers d'euros,Nou Barris,2,Porta,--,45,556,2021
8,Nou. Milers d'euros,Nou Barris,2,el Turó de la Peira,--,46,557,2021
8,Nou. Milers d'euros,Nou Barris,2,Can Peguera,--,47,558,2021
8,Nou. Milers d'euros,Nou Barris,2,la Guineueta,--,48,559,2021
8,Nou. Milers d'euros,Nou Barris,2,Canyelles,--,49,560,2021
8,Nou. Milers d'euros,Nou Barris,2,les Roquetes,--,50,561,2021
8,Nou. Milers d'euros,Nou Barris,2,Verdun,--,51,562,2021
8,Nou. Milers d'euros,Nou Barris,2,la Prosperitat,--,52,563,2021
8,Nou. Milers d'euros,Nou Barris,2,la Trinitat Nova,--,53,564,2021
8,Nou. Milers d'euros,Nou Barris,2,Torre Baró,--,54,565,2021
8,Nou. Milers d'euros,Nou Barris,2,Ciutat Meridiana,--,55,566,2021
8,Nou. Milers d'euros,Nou Barris,2,Vallbona,--,56,567,2021
9,Nou. Milers d'euros,Sant Andreu,2,la Trinitat Vella,--,57,568,2021
9,Nou. Milers d'euros,Sant Andreu,2,Baró de Viver,--,58,569,2021
9,Nou. Milers d'euros,Sant Andreu,2,el Bon Pastor,--,59,570,2021
9,Nou. Milers d'euros,Sant Andreu,2,Sant Andreu,365.3,60,571,2021
9,Nou. Milers d'euros,Sant Andreu,2,la Sagrera,--,61,572,2021
9,Nou. Milers d'euros,Sant Andreu,2,el Congrés i els Indians,--,62,573,2021
9,Nou. Milers d'euros,Sant Andreu,2,Navas,--,63,574,2021
10,Nou. Milers d'euros,Sant Martí,2,el Camp de l'Arpa del Clot,--,64,575,2021
10,Nou. Milers d'euros,Sant Martí,2,el Clot,--,65,576,2021
10,Nou. Milers d'euros,Sant Martí,2,el Parc i la Llacuna del Poblenou,--,66,577,2021
10,Nou. Milers d'euros,Sant Martí,2,la Vila Olímpica del Poblenou,460.2,67,578,2021
10,Nou. Milers d'euros,Sant Martí,2,el Poblenou,580.9,68,579,2021
10,Nou. Milers d'euros,Sant Martí,2,Diagonal Mar i el Front Marítim del Poblenou,--,69,580,2021
10,Nou. Milers d'euros,Sant Martí,2,el Besòs i el Maresme,296.6,70,581,2021
10,Nou. Milers d'euros,Sant Martí,2,Provençals del Poblenou,255.2,71,582,2021
10,Nou. Milers d'euros,Sant Martí,2,Sant Martí de Provençals,--,72,583,2021
10,Nou. Milers d'euros,Sant Martí,2,la Verneda i la Pau,--,73,584,2021
1,Usat. Milers d'euros,Ciutat Vella,2,el Raval,250.3,1,585,2021
1,Usat. Milers d'euros,Ciutat Vella,2,el Barri Gòtic,384.4,2,586,2021
1,Usat. Milers d'euros,Ciutat Vella,2,la Barceloneta,176.3,3,587,2021
1,Usat. Milers d'euros,Ciutat Vella,2,"Sant Pere, Santa Caterina i la Ribera",246.1,4,588,2021
2,Usat. Milers d'euros,Eixample,2,el Fort Pienc,356.5,5,589,2021
2,Usat. Milers d'euros,Eixample,2,la Sagrada Família,315.6,6,590,2021
2,Usat. Milers d'euros,Eixample,2,la Dreta de l'Eixample,534.9,7,591,2021
2,Usat. Milers d'euros,Eixample,2,l'Antiga Esquerra de l'Eixample,474.3,8,592,2021
2,Usat. Milers d'euros,Eixample,2,la Nova Esquerra de l'Eixample,364.9,9,593,2021
2,Usat. Milers d'euros,Eixample,2,Sant Antoni,342.7,10,594,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,el Poble Sec,366.9,11,595,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,la Marina del Prat Vermell,145.4,12,596,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,la Marina de Port,271.7,13,597,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,la Font de la Guatlla,272.4,14,598,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,Hostafrancs,276.3,15,599,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,la Bordeta,204.1,16,600,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,Sants - Badal,205.4,17,601,2021
3,Usat. Milers d'euros,Sants-Montjuïc,2,Sants,287.7,18,602,2021
4,Usat. Milers d'euros,Les Corts,2,les Corts,357.2,19,603,2021
4,Usat. Milers d'euros,Les Corts,2,la Maternitat i Sant Ramon,375.0,20,604,2021
4,Usat. Milers d'euros,Les Corts,2,Pedralbes,613.5,21,605,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,2,"Vallvidrera, el Tibidabo i les Planes",445.5,22,606,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,2,Sarrià,638.6,23,607,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,2,les Tres Torres,934.2,24,608,2021
