Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Trimestre,Nom_Barri,Valor,Codi_Barri,_id,Any
8,Total. Milers d'euros,Nou Barris,1,Vallbona,--,56,56,2021
9,Total. Milers d'euros,Sant Andreu,1,la Trinitat Vella,--,57,57,2021
9,Total. Milers d'euros,Sant Andreu,1,Baró de Viver,--,58,58,2021
9,Total. Milers d'euros,Sant Andreu,1,el Bon Pastor,144.1,59,59,2021
9,Total. Milers d'euros,Sant Andreu,1,Sant Andreu,346.8,60,60,2021
9,Total. Milers d'euros,Sant Andreu,1,la Sagrera,242.4,61,61,2021
9,Total. Milers d'euros,Sant Andreu,1,el Congrés i els Indians,364.8,62,62,2021
9,Total. Milers d'euros,Sant Andreu,1,Navas,271.2,63,63,2021
10,Total. Milers d'euros,Sant Martí,1,el Camp de l'Arpa del Clot,217.3,64,64,2021
10,Total. Milers d'euros,Sant Martí,1,el Clot,222.2,65,65,2021
10,Total. Milers d'euros,Sant Martí,1,el Parc i la Llacuna del Poblenou,273.8,66,66,2021
10,Total. Milers d'euros,Sant Martí,1,la Vila Olímpica del Poblenou,471.9,67,67,2021
10,Total. Milers d'euros,Sant Martí,1,el Poblenou,323.9,68,68,2021
10,Total. Milers d'euros,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,402.5,69,69,2021
10,Total. Milers d'euros,Sant Martí,1,el Besòs i el Maresme,162.8,70,70,2021
10,Total. Milers d'euros,Sant Martí,1,Provençals del Poblenou,244.3,71,71,2021
10,Total. Milers d'euros,Sant Martí,1,Sant Martí de Provençals,221.2,72,72,2021
10,Total. Milers d'euros,Sant Martí,1,la Verneda i la Pau,164.3,73,73,2021
1,Nou. Milers d'euros,Ciutat Vella,1,el Raval,400.6,1,74,2021
1,Nou. Milers d'euros,Ciutat Vella,1,el Barri Gòtic,--,2,75,2021
1,Nou. Milers d'euros,Ciutat Vella,1,la Barceloneta,--,3,76,2021
1,Nou. Milers d'euros,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",525.0,4,77,2021
2,Nou. Milers d'euros,Eixample,1,el Fort Pienc,--,5,78,2021
2,Nou. Milers d'euros,Eixample,1,la Sagrada Família,139.1,6,79,2021
2,Nou. Milers d'euros,Eixample,1,la Dreta de l'Eixample,1462.7,7,80,2021
2,Nou. Milers d'euros,Eixample,1,l'Antiga Esquerra de l'Eixample,670.0,8,81,2021
2,Nou. Milers d'euros,Eixample,1,la Nova Esquerra de l'Eixample,254.5,9,82,2021
2,Nou. Milers d'euros,Eixample,1,Sant Antoni,--,10,83,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,el Poble Sec,228.0,11,84,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Marina del Prat Vermell,--,12,85,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Marina de Port,--,13,86,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Font de la Guatlla,--,14,87,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,Hostafrancs,--,15,88,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Bordeta,--,16,89,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,Sants - Badal,288.1,17,90,2021
3,Nou. Milers d'euros,Sants-Montjuïc,1,Sants,314.0,18,91,2021
4,Nou. Milers d'euros,Les Corts,1,les Corts,516.8,19,92,2021
4,Nou. Milers d'euros,Les Corts,1,la Maternitat i Sant Ramon,--,20,93,2021
4,Nou. Milers d'euros,Les Corts,1,Pedralbes,--,21,94,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",--,22,95,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,Sarrià,486.0,23,96,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,les Tres Torres,--,24,97,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,795.0,25,98,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,652.2,26,99,2021
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,el Putxet i el Farró,607.4,27,100,2021
6,Nou. Milers d'euros,Gràcia,1,Vallcarca i els Penitents,502.5,28,101,2021
6,Nou. Milers d'euros,Gràcia,1,el Coll,--,29,102,2021
6,Nou. Milers d'euros,Gràcia,1,la Salut,--,30,103,2021
6,Nou. Milers d'euros,Gràcia,1,la Vila de Gràcia,275.0,31,104,2021
6,Nou. Milers d'euros,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,--,32,105,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,el Baix Guinardó,--,33,106,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,Can Baró,--,34,107,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,el Guinardó,133.2,35,108,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,la Font d'en Fargues,--,36,109,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,el Carmel,126.5,37,110,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,la Teixonera,219.2,38,111,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,Sant Genís dels Agudells,--,39,112,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,Montbau,--,40,113,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,la Vall d'Hebron,--,41,114,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,la Clota,--,42,115,2021
7,Nou. Milers d'euros,Horta-Guinardó,1,Horta,380.7,43,116,2021
8,Nou. Milers d'euros,Nou Barris,1,Vilapicina i la Torre Llobeta,316.7,44,117,2021
8,Nou. Milers d'euros,Nou Barris,1,Porta,--,45,118,2021
8,Nou. Milers d'euros,Nou Barris,1,el Turó de la Peira,--,46,119,2021
8,Nou. Milers d'euros,Nou Barris,1,Can Peguera,--,47,120,2021
8,Nou. Milers d'euros,Nou Barris,1,la Guineueta,--,48,121,2021
8,Nou. Milers d'euros,Nou Barris,1,Canyelles,--,49,122,2021
8,Nou. Milers d'euros,Nou Barris,1,les Roquetes,--,50,123,2021
8,Nou. Milers d'euros,Nou Barris,1,Verdun,--,51,124,2021
8,Nou. Milers d'euros,Nou Barris,1,la Prosperitat,--,52,125,2021
8,Nou. Milers d'euros,Nou Barris,1,la Trinitat Nova,--,53,126,2021
8,Nou. Milers d'euros,Nou Barris,1,Torre Baró,--,54,127,2021
8,Nou. Milers d'euros,Nou Barris,1,Ciutat Meridiana,--,55,128,2021
8,Nou. Milers d'euros,Nou Barris,1,Vallbona,--,56,129,2021
9,Nou. Milers d'euros,Sant Andreu,1,la Trinitat Vella,--,57,130,2021
9,Nou. Milers d'euros,Sant Andreu,1,Baró de Viver,--,58,131,2021
9,Nou. Milers d'euros,Sant Andreu,1,el Bon Pastor,--,59,132,2021
9,Nou. Milers d'euros,Sant Andreu,1,Sant Andreu,375.1,60,133,2021
9,Nou. Milers d'euros,Sant Andreu,1,la Sagrera,--,61,134,2021
9,Nou. Milers d'euros,Sant Andreu,1,el Congrés i els Indians,--,62,135,2021
9,Nou. Milers d'euros,Sant Andreu,1,Navas,--,63,136,2021
10,Nou. Milers d'euros,Sant Martí,1,el Camp de l'Arpa del Clot,--,64,137,2021
10,Nou. Milers d'euros,Sant Martí,1,el Clot,--,65,138,2021
10,Nou. Milers d'euros,Sant Martí,1,el Parc i la Llacuna del Poblenou,160.0,66,139,2021
10,Nou. Milers d'euros,Sant Martí,1,la Vila Olímpica del Poblenou,--,67,140,2021
10,Nou. Milers d'euros,Sant Martí,1,el Poblenou,--,68,141,2021
10,Nou. Milers d'euros,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,--,69,142,2021
10,Nou. Milers d'euros,Sant Martí,1,el Besòs i el Maresme,240.4,70,143,2021
10,Nou. Milers d'euros,Sant Martí,1,Provençals del Poblenou,250.0,71,144,2021
10,Nou. Milers d'euros,Sant Martí,1,Sant Martí de Provençals,--,72,145,2021
10,Nou. Milers d'euros,Sant Martí,1,la Verneda i la Pau,--,73,146,2021
1,Usat. Milers d'euros,Ciutat Vella,1,el Raval,161.4,1,147,2021
1,Usat. Milers d'euros,Ciutat Vella,1,el Barri Gòtic,303.8,2,148,2021
1,Usat. Milers d'euros,Ciutat Vella,1,la Barceloneta,187.8,3,149,2021
1,Usat. Milers d'euros,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",225.4,4,150,2021
2,Usat. Milers d'euros,Eixample,1,el Fort Pienc,300.5,5,151,2021
2,Usat. Milers d'euros,Eixample,1,la Sagrada Família,319.3,6,152,2021
2,Usat. Milers d'euros,Eixample,1,la Dreta de l'Eixample,627.3,7,153,2021
2,Usat. Milers d'euros,Eixample,1,l'Antiga Esquerra de l'Eixample,420.0,8,154,2021
2,Usat. Milers d'euros,Eixample,1,la Nova Esquerra de l'Eixample,344.0,9,155,2021
2,Usat. Milers d'euros,Eixample,1,Sant Antoni,337.9,10,156,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,el Poble Sec,255.4,11,157,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Marina del Prat Vermell,274.9,12,158,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Marina de Port,213.9,13,159,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Font de la Guatlla,250.5,14,160,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,Hostafrancs,260.8,15,161,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Bordeta,188.5,16,162,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,Sants - Badal,205.3,17,163,2021
3,Usat. Milers d'euros,Sants-Montjuïc,1,Sants,265.1,18,164,2021
4,Usat. Milers d'euros,Les Corts,1,les Corts,411.3,19,165,2021
4,Usat. Milers d'euros,Les Corts,1,la Maternitat i Sant Ramon,343.2,20,166,2021
4,Usat. Milers d'euros,Les Corts,1,Pedralbes,984.0,21,167,2021
8,Usat. Milers d'euros,Nou Barris,1,Canyelles,209.5,49,195,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",414.4,22,168,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,Sarrià,584.2,23,169,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,les Tres Torres,1005.4,24,170,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,877.6,25,171,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,967.2,26,172,2021
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,el Putxet i el Farró,427.6,27,173,2021
6,Usat. Milers d'euros,Gràcia,1,Vallcarca i els Penitents,345.6,28,174,2021
6,Usat. Milers d'euros,Gràcia,1,el Coll,197.8,29,175,2021
6,Usat. Milers d'euros,Gràcia,1,la Salut,289.6,30,176,2021
6,Usat. Milers d'euros,Gràcia,1,la Vila de Gràcia,347.2,31,177,2021
6,Usat. Milers d'euros,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,364.8,32,178,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,el Baix Guinardó,217.9,33,179,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,Can Baró,224.7,34,180,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,el Guinardó,254.4,35,181,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,la Font d'en Fargues,358.3,36,182,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,el Carmel,139.4,37,183,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,la Teixonera,127.1,38,184,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,Sant Genís dels Agudells,161.1,39,185,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,Montbau,178.8,40,186,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,la Vall d'Hebron,315.0,41,187,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,la Clota,--,42,188,2021
7,Usat. Milers d'euros,Horta-Guinardó,1,Horta,228.9,43,189,2021
8,Usat. Milers d'euros,Nou Barris,1,Vilapicina i la Torre Llobeta,214.6,44,190,2021
8,Usat. Milers d'euros,Nou Barris,1,Porta,142.9,45,191,2021
8,Usat. Milers d'euros,Nou Barris,1,el Turó de la Peira,141.6,46,192,2021
8,Usat. Milers d'euros,Nou Barris,1,Can Peguera,215.0,47,193,2021
8,Usat. Milers d'euros,Nou Barris,1,la Guineueta,195.5,48,194,2021
8,Usat. Milers d'euros,Nou Barris,1,les Roquetes,123.8,50,196,2021
8,Usat. Milers d'euros,Nou Barris,1,Verdun,121.7,51,197,2021
8,Usat. Milers d'euros,Nou Barris,1,la Prosperitat,145.1,52,198,2021
8,Usat. Milers d'euros,Nou Barris,1,la Trinitat Nova,105.1,53,199,2021
8,Usat. Milers d'euros,Nou Barris,1,Torre Baró,288.5,54,200,2021
8,Usat. Milers d'euros,Nou Barris,1,Ciutat Meridiana,50.2,55,201,2021
8,Usat. Milers d'euros,Nou Barris,1,Vallbona,--,56,202,2021
9,Usat. Milers d'euros,Sant Andreu,1,la Trinitat Vella,--,57,203,2021
9,Usat. Milers d'euros,Sant Andreu,1,Baró de Viver,--,58,204,2021
9,Usat. Milers d'euros,Sant Andreu,1,el Bon Pastor,144.1,59,205,2021
9,Usat. Milers d'euros,Sant Andreu,1,Sant Andreu,327.4,60,206,2021
9,Usat. Milers d'euros,Sant Andreu,1,la Sagrera,242.4,61,207,2021
9,Usat. Milers d'euros,Sant Andreu,1,el Congrés i els Indians,336.0,62,208,2021
9,Usat. Milers d'euros,Sant Andreu,1,Navas,271.2,63,209,2021
10,Usat. Milers d'euros,Sant Martí,1,el Camp de l'Arpa del Clot,217.3,64,210,2021
10,Usat. Milers d'euros,Sant Martí,1,el Clot,222.2,65,211,2021
10,Usat. Milers d'euros,Sant Martí,1,el Parc i la Llacuna del Poblenou,290.9,66,212,2021
10,Usat. Milers d'euros,Sant Martí,1,la Vila Olímpica del Poblenou,483.8,67,213,2021
10,Usat. Milers d'euros,Sant Martí,1,el Poblenou,321.5,68,214,2021
10,Usat. Milers d'euros,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,402.5,69,215,2021
10,Usat. Milers d'euros,Sant Martí,1,el Besòs i el Maresme,134.6,70,216,2021
10,Usat. Milers d'euros,Sant Martí,1,Provençals del Poblenou,243.1,71,217,2021
10,Usat. Milers d'euros,Sant Martí,1,Sant Martí de Provençals,221.2,72,218,2021
10,Usat. Milers d'euros,Sant Martí,1,la Verneda i la Pau,164.3,73,219,2021
1,Total. Euros/m2 construït,Ciutat Vella,1,el Raval,3013.4,1,220,2021
1,Total. Euros/m2 construït,Ciutat Vella,1,el Barri Gòtic,3576.6,2,221,2021
1,Total. Euros/m2 construït,Ciutat Vella,1,la Barceloneta,4169.0,3,222,2021
1,Total. Euros/m2 construït,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",3947.2,4,223,2021
2,Total. Euros/m2 construït,Eixample,1,el Fort Pienc,3733.6,5,224,2021
2,Total. Euros/m2 construït,Eixample,1,la Sagrada Família,4011.1,6,225,2021
2,Total. Euros/m2 construït,Eixample,1,la Dreta de l'Eixample,6046.9,7,226,2021
2,Total. Euros/m2 construït,Eixample,1,l'Antiga Esquerra de l'Eixample,4688.1,8,227,2021
2,Total. Euros/m2 construït,Eixample,1,la Nova Esquerra de l'Eixample,4246.2,9,228,2021
2,Total. Euros/m2 construït,Eixample,1,Sant Antoni,4206.0,10,229,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,el Poble Sec,4109.9,11,230,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Marina del Prat Vermell,3524.9,12,231,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Marina de Port,2921.7,13,232,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Font de la Guatlla,3809.8,14,233,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,Hostafrancs,4161.3,15,234,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Bordeta,2836.1,16,235,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,Sants - Badal,3650.4,17,236,2021
3,Total. Euros/m2 construït,Sants-Montjuïc,1,Sants,4065.3,18,237,2021
4,Total. Euros/m2 construït,Les Corts,1,les Corts,5023.3,19,238,2021
4,Total. Euros/m2 construït,Les Corts,1,la Maternitat i Sant Ramon,3827.6,20,239,2021
4,Total. Euros/m2 construït,Les Corts,1,Pedralbes,5923.8,21,240,2021
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",3103.6,22,241,2021
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sarrià,5260.0,23,242,2021
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,les Tres Torres,5623.1,24,243,2021
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,6324.8,25,244,2021
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,7076.5,26,245,2021
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,el Putxet i el Farró,5019.2,27,246,2021
6,Total. Euros/m2 construït,Gràcia,1,Vallcarca i els Penitents,4076.6,28,247,2021
6,Total. Euros/m2 construït,Gràcia,1,el Coll,2885.7,29,248,2021
6,Total. Euros/m2 construït,Gràcia,1,la Salut,4083.9,30,249,2021
6,Total. Euros/m2 construït,Gràcia,1,la Vila de Gràcia,4410.7,31,250,2021
6,Total. Euros/m2 construït,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,4515.2,32,251,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,el Baix Guinardó,2654.0,33,252,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,Can Baró,3105.3,34,253,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,el Guinardó,2913.6,35,254,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Font d'en Fargues,4086.9,36,255,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,el Carmel,2433.6,37,256,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Teixonera,2779.0,38,257,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,Sant Genís dels Agudells,2208.0,39,258,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,Montbau,2556.3,40,259,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Vall d'Hebron,2931.9,41,260,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Clota,--,42,261,2021
7,Total. Euros/m2 construït,Horta-Guinardó,1,Horta,3510.8,43,262,2021
8,Total. Euros/m2 construït,Nou Barris,1,Vilapicina i la Torre Llobeta,3427.7,44,263,2021
8,Total. Euros/m2 construït,Nou Barris,1,Porta,2562.4,45,264,2021
8,Total. Euros/m2 construït,Nou Barris,1,el Turó de la Peira,2188.1,46,265,2021
8,Total. Euros/m2 construït,Nou Barris,1,Can Peguera,2905.4,47,266,2021
8,Total. Euros/m2 construït,Nou Barris,1,la Guineueta,2412.9,48,267,2021
8,Total. Euros/m2 construït,Nou Barris,1,Canyelles,2775.6,49,268,2021
8,Total. Euros/m2 construït,Nou Barris,1,les Roquetes,2339.2,50,269,2021
8,Total. Euros/m2 construït,Nou Barris,1,Verdun,2744.3,51,270,2021
8,Total. Euros/m2 construït,Nou Barris,1,la Prosperitat,2683.2,52,271,2021
8,Total. Euros/m2 construït,Nou Barris,1,la Trinitat Nova,1909.2,53,272,2021
8,Total. Euros/m2 construït,Nou Barris,1,Torre Baró,2508.0,54,273,2021
8,Total. Euros/m2 construït,Nou Barris,1,Ciutat Meridiana,859.1,55,274,2021
8,Total. Euros/m2 construït,Nou Barris,1,Vallbona,--,56,275,2021
9,Total. Euros/m2 construït,Sant Andreu,1,la Trinitat Vella,--,57,276,2021
9,Total. Euros/m2 construït,Sant Andreu,1,Baró de Viver,--,58,277,2021
9,Total. Euros/m2 construït,Sant Andreu,1,el Bon Pastor,2056.7,59,278,2021
9,Total. Euros/m2 construït,Sant Andreu,1,Sant Andreu,4106.8,60,279,2021
9,Total. Euros/m2 construït,Sant Andreu,1,la Sagrera,3852.5,61,280,2021
9,Total. Euros/m2 construït,Sant Andreu,1,el Congrés i els Indians,5407.9,62,281,2021
9,Total. Euros/m2 construït,Sant Andreu,1,Navas,3668.0,63,282,2021
10,Total. Euros/m2 construït,Sant Martí,1,el Camp de l'Arpa del Clot,3300.6,64,283,2021
10,Total. Euros/m2 construït,Sant Martí,1,el Clot,3630.3,65,284,2021
10,Total. Euros/m2 construït,Sant Martí,1,el Parc i la Llacuna del Poblenou,3810.5,66,285,2021
10,Total. Euros/m2 construït,Sant Martí,1,la Vila Olímpica del Poblenou,4480.4,67,286,2021
10,Total. Euros/m2 construït,Sant Martí,1,el Poblenou,4482.7,68,287,2021
10,Total. Euros/m2 construït,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,4221.8,69,288,2021
10,Total. Euros/m2 construït,Sant Martí,1,el Besòs i el Maresme,2314.4,70,289,2021
10,Total. Euros/m2 construït,Sant Martí,1,Provençals del Poblenou,3271.5,71,290,2021
10,Total. Euros/m2 construït,Sant Martí,1,Sant Martí de Provençals,2829.8,72,291,2021
10,Total. Euros/m2 construït,Sant Martí,1,la Verneda i la Pau,2169.4,73,292,2021
1,Nou. Euros/m2 construït,Ciutat Vella,1,el Raval,6059.9,1,293,2021
1,Nou. Euros/m2 construït,Ciutat Vella,1,el Barri Gòtic,--,2,294,2021
1,Nou. Euros/m2 construït,Ciutat Vella,1,la Barceloneta,--,3,295,2021
1,Nou. Euros/m2 construït,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",5263.9,4,296,2021
2,Nou. Euros/m2 construït,Eixample,1,el Fort Pienc,--,5,297,2021
2,Nou. Euros/m2 construït,Eixample,1,la Sagrada Família,2230.6,6,298,2021
2,Nou. Euros/m2 construït,Eixample,1,la Dreta de l'Eixample,8111.2,7,299,2021
2,Nou. Euros/m2 construït,Eixample,1,l'Antiga Esquerra de l'Eixample,6806.9,8,300,2021
2,Nou. Euros/m2 construït,Eixample,1,la Nova Esquerra de l'Eixample,3158.7,9,301,2021
2,Nou. Euros/m2 construït,Eixample,1,Sant Antoni,--,10,302,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,el Poble Sec,3627.9,11,303,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,la Marina del Prat Vermell,--,12,304,2021
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,la Marina de Port,--,13,305,2021
