Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Trimestre,Nom_Barri,Valor,Codi_Barri,_id,Any
1,Total. Milers d'euros,Ciutat Vella,2,el Raval,218.4,1,189,2020
1,Total. Milers d'euros,Ciutat Vella,2,el Barri Gòtic,413.9,2,190,2020
1,Total. Milers d'euros,Ciutat Vella,2,la Barceloneta,250.3,3,191,2020
1,Total. Milers d'euros,Ciutat Vella,2,"Sant Pere, Santa Caterina i la Ribera",382.6,4,192,2020
2,Total. Milers d'euros,Eixample,2,el Fort Pienc,319.9,5,193,2020
2,Total. Milers d'euros,Eixample,2,la Sagrada Família,288.8,6,194,2020
2,Total. Milers d'euros,Eixample,2,la Dreta de l'Eixample,658.0,7,195,2020
2,Total. Milers d'euros,Eixample,2,l'Antiga Esquerra de l'Eixample,472.3,8,196,2020
2,Total. Milers d'euros,Eixample,2,la Nova Esquerra de l'Eixample,403.0,9,197,2020
2,Total. Milers d'euros,Eixample,2,Sant Antoni,371.2,10,198,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,el Poble Sec,221.4,11,199,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,la Marina del Prat Vermell,235.2,12,200,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,la Marina de Port,221.9,13,201,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,la Font de la Guatlla,238.5,14,202,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,Hostafrancs,251.2,15,203,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,la Bordeta,316.9,16,204,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,Sants - Badal,229.8,17,205,2020
3,Total. Milers d'euros,Sants-Montjuïc,2,Sants,295.5,18,206,2020
4,Total. Milers d'euros,Les Corts,2,les Corts,440.0,19,207,2020
4,Total. Milers d'euros,Les Corts,2,la Maternitat i Sant Ramon,377.3,20,208,2020
4,Total. Milers d'euros,Les Corts,2,Pedralbes,1324.0,21,209,2020
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,"Vallvidrera, el Tibidabo i les Planes",402.8,22,210,2020
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,Sarrià,810.3,23,211,2020
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,les Tres Torres,940.5,24,212,2020
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - la Bonanova,654.5,25,213,2020
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,Sant Gervasi - Galvany,786.3,26,214,2020
5,Total. Milers d'euros,Sarrià-Sant Gervasi,2,el Putxet i el Farró,454.1,27,215,2020
6,Total. Milers d'euros,Gràcia,2,Vallcarca i els Penitents,319.9,28,216,2020
6,Total. Milers d'euros,Gràcia,2,el Coll,287.5,29,217,2020
6,Total. Milers d'euros,Gràcia,2,la Salut,370.3,30,218,2020
6,Total. Milers d'euros,Gràcia,2,la Vila de Gràcia,320.8,31,219,2020
6,Total. Milers d'euros,Gràcia,2,el Camp d'en Grassot i Gràcia Nova,362.9,32,220,2020
7,Total. Milers d'euros,Horta-Guinardó,2,el Baix Guinardó,259.0,33,221,2020
7,Total. Milers d'euros,Horta-Guinardó,2,Can Baró,199.8,34,222,2020
7,Total. Milers d'euros,Horta-Guinardó,2,el Guinardó,222.2,35,223,2020
7,Total. Milers d'euros,Horta-Guinardó,2,la Font d'en Fargues,309.0,36,224,2020
7,Total. Milers d'euros,Horta-Guinardó,2,el Carmel,165.6,37,225,2020
7,Total. Milers d'euros,Horta-Guinardó,2,la Teixonera,177.8,38,226,2020
7,Total. Milers d'euros,Horta-Guinardó,2,Sant Genís dels Agudells,145.9,39,227,2020
7,Total. Milers d'euros,Horta-Guinardó,2,Montbau,155.0,40,228,2020
7,Total. Milers d'euros,Horta-Guinardó,2,la Vall d'Hebron,180.0,41,229,2020
7,Total. Milers d'euros,Horta-Guinardó,2,la Clota,N/A,42,230,2020
7,Total. Milers d'euros,Horta-Guinardó,2,Horta,288.4,43,231,2020
8,Total. Milers d'euros,Nou Barris,2,Vilapicina i la Torre Llobeta,221.8,44,232,2020
8,Total. Milers d'euros,Nou Barris,2,Porta,170.0,45,233,2020
8,Total. Milers d'euros,Nou Barris,2,el Turó de la Peira,156.2,46,234,2020
8,Total. Milers d'euros,Nou Barris,2,Can Peguera,N/A,47,235,2020
8,Total. Milers d'euros,Nou Barris,2,la Guineueta,212.4,48,236,2020
8,Total. Milers d'euros,Nou Barris,2,Canyelles,165.0,49,237,2020
8,Total. Milers d'euros,Nou Barris,2,les Roquetes,138.9,50,238,2020
8,Total. Milers d'euros,Nou Barris,2,Verdun,175.0,51,239,2020
8,Total. Milers d'euros,Nou Barris,2,la Prosperitat,165.1,52,240,2020
8,Total. Milers d'euros,Nou Barris,2,la Trinitat Nova,105.6,53,241,2020
8,Total. Milers d'euros,Nou Barris,2,Torre Baró,N/A,54,242,2020
8,Total. Milers d'euros,Nou Barris,2,Ciutat Meridiana,75.8,55,243,2020
8,Total. Milers d'euros,Nou Barris,2,Vallbona,N/A,56,244,2020
9,Total. Milers d'euros,Sant Andreu,2,la Trinitat Vella,79.2,57,245,2020
9,Total. Milers d'euros,Sant Andreu,2,Baró de Viver,N/A,58,246,2020
9,Total. Milers d'euros,Sant Andreu,2,el Bon Pastor,186.1,59,247,2020
9,Total. Milers d'euros,Sant Andreu,2,Sant Andreu,230.9,60,248,2020
9,Total. Milers d'euros,Sant Andreu,2,la Sagrera,227.3,61,249,2020
9,Total. Milers d'euros,Sant Andreu,2,el Congrés i els Indians,267.1,62,250,2020
9,Total. Milers d'euros,Sant Andreu,2,Navas,223.7,63,251,2020
10,Total. Milers d'euros,Sant Martí,2,el Camp de l'Arpa del Clot,254.2,64,252,2020
10,Total. Milers d'euros,Sant Martí,2,el Clot,265.5,65,253,2020
