Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Trimestre,Nom_Barri,Valor,Codi_Barri,_id,Any
7,Total. Milers d'euros,Horta-Guinardó,1,la Clota,170.0,42,42,2019
7,Total. Milers d'euros,Horta-Guinardó,1,Horta,266.9,43,43,2019
8,Total. Milers d'euros,Nou Barris,1,Vilapicina i la Torre Llobeta,229.1,44,44,2019
8,Total. Milers d'euros,Nou Barris,1,Porta,179.7,45,45,2019
8,Total. Milers d'euros,Nou Barris,1,el Turó de la Peira,145.2,46,46,2019
8,Total. Milers d'euros,Nou Barris,1,Can Peguera,N/A,47,47,2019
8,Total. Milers d'euros,Nou Barris,1,la Guineueta,194.9,48,48,2019
8,Total. Milers d'euros,Nou Barris,1,Canyelles,150.0,49,49,2019
8,Total. Milers d'euros,Nou Barris,1,les Roquetes,156.7,50,50,2019
8,Total. Milers d'euros,Nou Barris,1,Verdun,148.2,51,51,2019
8,Total. Milers d'euros,Nou Barris,1,la Prosperitat,150.6,52,52,2019
8,Total. Milers d'euros,Nou Barris,1,la Trinitat Nova,80.0,53,53,2019
8,Total. Milers d'euros,Nou Barris,1,Torre Baró,N/A,54,54,2019
8,Total. Milers d'euros,Nou Barris,1,Ciutat Meridiana,95.2,55,55,2019
8,Total. Milers d'euros,Nou Barris,1,Vallbona,N/A,56,56,2019
9,Total. Milers d'euros,Sant Andreu,1,la Trinitat Vella,154.7,57,57,2019
9,Total. Milers d'euros,Sant Andreu,1,Baró de Viver,N/A,58,58,2019
9,Total. Milers d'euros,Sant Andreu,1,el Bon Pastor,146.6,59,59,2019
9,Total. Milers d'euros,Sant Andreu,1,Sant Andreu,251.7,60,60,2019
9,Total. Milers d'euros,Sant Andreu,1,la Sagrera,240.4,61,61,2019
9,Total. Milers d'euros,Sant Andreu,1,el Congrés i els Indians,251.9,62,62,2019
9,Total. Milers d'euros,Sant Andreu,1,Navas,379.2,63,63,2019
10,Total. Milers d'euros,Sant Martí,1,el Camp de l'Arpa del Clot,319.5,64,64,2019
10,Total. Milers d'euros,Sant Martí,1,el Clot,342.1,65,65,2019
10,Total. Milers d'euros,Sant Martí,1,el Parc i la Llacuna del Poblenou,259.2,66,66,2019
10,Total. Milers d'euros,Sant Martí,1,la Vila Olímpica del Poblenou,538.0,67,67,2019
10,Total. Milers d'euros,Sant Martí,1,el Poblenou,399.3,68,68,2019
10,Total. Milers d'euros,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,486.2,69,69,2019
10,Total. Milers d'euros,Sant Martí,1,el Besòs i el Maresme,303.4,70,70,2019
10,Total. Milers d'euros,Sant Martí,1,Provençals del Poblenou,369.2,71,71,2019
10,Total. Milers d'euros,Sant Martí,1,Sant Martí de Provençals,299.7,72,72,2019
10,Total. Milers d'euros,Sant Martí,1,la Verneda i la Pau,167.0,73,73,2019
1,Nou. Milers d'euros,Ciutat Vella,1,el Raval,379.5,1,74,2019
1,Nou. Milers d'euros,Ciutat Vella,1,el Barri Gòtic,556.4,2,75,2019
1,Nou. Milers d'euros,Ciutat Vella,1,la Barceloneta,N/A,3,76,2019
1,Nou. Milers d'euros,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",520.5,4,77,2019
2,Nou. Milers d'euros,Eixample,1,el Fort Pienc,4687.5,5,78,2019
2,Nou. Milers d'euros,Eixample,1,la Sagrada Família,N/A,6,79,2019
2,Nou. Milers d'euros,Eixample,1,la Dreta de l'Eixample,424.4,7,80,2019
2,Nou. Milers d'euros,Eixample,1,l'Antiga Esquerra de l'Eixample,283.0,8,81,2019
2,Nou. Milers d'euros,Eixample,1,la Nova Esquerra de l'Eixample,N/A,9,82,2019
2,Nou. Milers d'euros,Eixample,1,Sant Antoni,N/A,10,83,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,el Poble Sec,N/A,11,84,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Marina del Prat Vermell,N/A,12,85,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Marina de Port,N/A,13,86,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Font de la Guatlla,N/A,14,87,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,Hostafrancs,191.9,15,88,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,la Bordeta,N/A,16,89,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,Sants - Badal,N/A,17,90,2019
3,Nou. Milers d'euros,Sants-Montjuïc,1,Sants,N/A,18,91,2019
4,Nou. Milers d'euros,Les Corts,1,les Corts,522.1,19,92,2019
4,Nou. Milers d'euros,Les Corts,1,la Maternitat i Sant Ramon,N/A,20,93,2019
4,Nou. Milers d'euros,Les Corts,1,Pedralbes,N/A,21,94,2019
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",N/A,22,95,2019
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,Sarrià,N/A,23,96,2019
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,les Tres Torres,N/A,24,97,2019
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,416.5,25,98,2019
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,862.1,26,99,2019
5,Nou. Milers d'euros,Sarrià-Sant Gervasi,1,el Putxet i el Farró,431.0,27,100,2019
6,Nou. Milers d'euros,Gràcia,1,Vallcarca i els Penitents,205.5,28,101,2019
6,Nou. Milers d'euros,Gràcia,1,el Coll,108.8,29,102,2019
6,Nou. Milers d'euros,Gràcia,1,la Salut,N/A,30,103,2019
6,Nou. Milers d'euros,Gràcia,1,la Vila de Gràcia,437.7,31,104,2019
6,Nou. Milers d'euros,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,N/A,32,105,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,el Baix Guinardó,N/A,33,106,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,Can Baró,N/A,34,107,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,el Guinardó,N/A,35,108,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,la Font d'en Fargues,N/A,36,109,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,el Carmel,319.2,37,110,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,la Teixonera,136.4,38,111,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,Sant Genís dels Agudells,N/A,39,112,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,Montbau,N/A,40,113,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,la Vall d'Hebron,N/A,41,114,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,la Clota,170.0,42,115,2019
7,Nou. Milers d'euros,Horta-Guinardó,1,Horta,261.0,43,116,2019
8,Nou. Milers d'euros,Nou Barris,1,Vilapicina i la Torre Llobeta,N/A,44,117,2019
8,Nou. Milers d'euros,Nou Barris,1,Porta,N/A,45,118,2019
8,Nou. Milers d'euros,Nou Barris,1,el Turó de la Peira,N/A,46,119,2019
8,Nou. Milers d'euros,Nou Barris,1,Can Peguera,N/A,47,120,2019
8,Nou. Milers d'euros,Nou Barris,1,la Guineueta,N/A,48,121,2019
8,Nou. Milers d'euros,Nou Barris,1,Canyelles,N/A,49,122,2019
8,Nou. Milers d'euros,Nou Barris,1,les Roquetes,N/A,50,123,2019
8,Nou. Milers d'euros,Nou Barris,1,Verdun,N/A,51,124,2019
8,Nou. Milers d'euros,Nou Barris,1,la Prosperitat,N/A,52,125,2019
8,Nou. Milers d'euros,Nou Barris,1,la Trinitat Nova,N/A,53,126,2019
8,Nou. Milers d'euros,Nou Barris,1,Torre Baró,N/A,54,127,2019
8,Nou. Milers d'euros,Nou Barris,1,Ciutat Meridiana,N/A,55,128,2019
8,Nou. Milers d'euros,Nou Barris,1,Vallbona,N/A,56,129,2019
9,Nou. Milers d'euros,Sant Andreu,1,la Trinitat Vella,N/A,57,130,2019
9,Nou. Milers d'euros,Sant Andreu,1,Baró de Viver,N/A,58,131,2019
9,Nou. Milers d'euros,Sant Andreu,1,el Bon Pastor,N/A,59,132,2019
9,Nou. Milers d'euros,Sant Andreu,1,Sant Andreu,325.1,60,133,2019
9,Nou. Milers d'euros,Sant Andreu,1,la Sagrera,N/A,61,134,2019
9,Nou. Milers d'euros,Sant Andreu,1,el Congrés i els Indians,N/A,62,135,2019
9,Nou. Milers d'euros,Sant Andreu,1,Navas,N/A,63,136,2019
10,Nou. Milers d'euros,Sant Martí,1,el Camp de l'Arpa del Clot,446.5,64,137,2019
10,Nou. Milers d'euros,Sant Martí,1,el Clot,278.3,65,138,2019
10,Nou. Milers d'euros,Sant Martí,1,el Parc i la Llacuna del Poblenou,N/A,66,139,2019
10,Nou. Milers d'euros,Sant Martí,1,la Vila Olímpica del Poblenou,N/A,67,140,2019
10,Nou. Milers d'euros,Sant Martí,1,el Poblenou,504.5,68,141,2019
10,Nou. Milers d'euros,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,N/A,69,142,2019
10,Nou. Milers d'euros,Sant Martí,1,el Besòs i el Maresme,438.7,70,143,2019
10,Nou. Milers d'euros,Sant Martí,1,Provençals del Poblenou,N/A,71,144,2019
10,Nou. Milers d'euros,Sant Martí,1,Sant Martí de Provençals,296.1,72,145,2019
10,Nou. Milers d'euros,Sant Martí,1,la Verneda i la Pau,162.2,73,146,2019
1,Usat. Milers d'euros,Ciutat Vella,1,el Raval,228.9,1,147,2019
1,Usat. Milers d'euros,Ciutat Vella,1,el Barri Gòtic,341.4,2,148,2019
1,Usat. Milers d'euros,Ciutat Vella,1,la Barceloneta,222.0,3,149,2019
1,Usat. Milers d'euros,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",293.6,4,150,2019
2,Usat. Milers d'euros,Eixample,1,el Fort Pienc,391.3,5,151,2019
2,Usat. Milers d'euros,Eixample,1,la Sagrada Família,297.2,6,152,2019
2,Usat. Milers d'euros,Eixample,1,la Dreta de l'Eixample,492.3,7,153,2019
2,Usat. Milers d'euros,Eixample,1,l'Antiga Esquerra de l'Eixample,407.0,8,154,2019
2,Usat. Milers d'euros,Eixample,1,la Nova Esquerra de l'Eixample,349.6,9,155,2019
2,Usat. Milers d'euros,Eixample,1,Sant Antoni,356.7,10,156,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,el Poble Sec,324.7,11,157,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Marina del Prat Vermell,N/A,12,158,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Marina de Port,197.2,13,159,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Font de la Guatlla,247.7,14,160,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,Hostafrancs,214.5,15,161,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,la Bordeta,188.6,16,162,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,Sants - Badal,239.6,17,163,2019
3,Usat. Milers d'euros,Sants-Montjuïc,1,Sants,290.6,18,164,2019
4,Usat. Milers d'euros,Les Corts,1,les Corts,397.0,19,165,2019
4,Usat. Milers d'euros,Les Corts,1,la Maternitat i Sant Ramon,410.5,20,166,2019
4,Usat. Milers d'euros,Les Corts,1,Pedralbes,1016.0,21,167,2019
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",380.6,22,168,2019
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,Sarrià,747.3,23,169,2019
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,les Tres Torres,853.2,24,170,2019
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,794.6,25,171,2019
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,553.6,26,172,2019
5,Usat. Milers d'euros,Sarrià-Sant Gervasi,1,el Putxet i el Farró,452.6,27,173,2019
6,Usat. Milers d'euros,Gràcia,1,Vallcarca i els Penitents,289.0,28,174,2019
6,Usat. Milers d'euros,Gràcia,1,el Coll,228.6,29,175,2019
6,Usat. Milers d'euros,Gràcia,1,la Salut,379.6,30,176,2019
6,Usat. Milers d'euros,Gràcia,1,la Vila de Gràcia,470.2,31,177,2019
6,Usat. Milers d'euros,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,340.5,32,178,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,el Baix Guinardó,280.3,33,179,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,Can Baró,252.2,34,180,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,el Guinardó,262.8,35,181,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,la Font d'en Fargues,205.1,36,182,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,el Carmel,232.0,37,183,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,la Teixonera,153.3,38,184,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,Sant Genís dels Agudells,170.9,39,185,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,Montbau,167.3,40,186,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,la Vall d'Hebron,222.3,41,187,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,la Clota,N/A,42,188,2019
7,Usat. Milers d'euros,Horta-Guinardó,1,Horta,268.8,43,189,2019
8,Usat. Milers d'euros,Nou Barris,1,Vilapicina i la Torre Llobeta,229.1,44,190,2019
8,Usat. Milers d'euros,Nou Barris,1,Porta,179.7,45,191,2019
1,Total. Euros/m2 construït,Ciutat Vella,1,el Raval,3775.1,1,220,2019
8,Usat. Milers d'euros,Nou Barris,1,el Turó de la Peira,147.0,46,192,2019
8,Usat. Milers d'euros,Nou Barris,1,Can Peguera,N/A,47,193,2019
8,Usat. Milers d'euros,Nou Barris,1,la Guineueta,194.9,48,194,2019
8,Usat. Milers d'euros,Nou Barris,1,Canyelles,150.0,49,195,2019
8,Usat. Milers d'euros,Nou Barris,1,les Roquetes,156.7,50,196,2019
8,Usat. Milers d'euros,Nou Barris,1,Verdun,148.2,51,197,2019
8,Usat. Milers d'euros,Nou Barris,1,la Prosperitat,150.6,52,198,2019
8,Usat. Milers d'euros,Nou Barris,1,la Trinitat Nova,80.0,53,199,2019
8,Usat. Milers d'euros,Nou Barris,1,Torre Baró,N/A,54,200,2019
8,Usat. Milers d'euros,Nou Barris,1,Ciutat Meridiana,95.2,55,201,2019
8,Usat. Milers d'euros,Nou Barris,1,Vallbona,N/A,56,202,2019
9,Usat. Milers d'euros,Sant Andreu,1,la Trinitat Vella,154.7,57,203,2019
9,Usat. Milers d'euros,Sant Andreu,1,Baró de Viver,N/A,58,204,2019
9,Usat. Milers d'euros,Sant Andreu,1,el Bon Pastor,148.1,59,205,2019
9,Usat. Milers d'euros,Sant Andreu,1,Sant Andreu,213.1,60,206,2019
9,Usat. Milers d'euros,Sant Andreu,1,la Sagrera,240.4,61,207,2019
9,Usat. Milers d'euros,Sant Andreu,1,el Congrés i els Indians,256.7,62,208,2019
9,Usat. Milers d'euros,Sant Andreu,1,Navas,379.2,63,209,2019
10,Usat. Milers d'euros,Sant Martí,1,el Camp de l'Arpa del Clot,311.0,64,210,2019
10,Usat. Milers d'euros,Sant Martí,1,el Clot,343.9,65,211,2019
10,Usat. Milers d'euros,Sant Martí,1,el Parc i la Llacuna del Poblenou,259.2,66,212,2019
10,Usat. Milers d'euros,Sant Martí,1,la Vila Olímpica del Poblenou,538.0,67,213,2019
10,Usat. Milers d'euros,Sant Martí,1,el Poblenou,363.4,68,214,2019
10,Usat. Milers d'euros,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,486.2,69,215,2019
10,Usat. Milers d'euros,Sant Martí,1,el Besòs i el Maresme,238.3,70,216,2019
10,Usat. Milers d'euros,Sant Martí,1,Provençals del Poblenou,389.7,71,217,2019
10,Usat. Milers d'euros,Sant Martí,1,Sant Martí de Provençals,302.3,72,218,2019
10,Usat. Milers d'euros,Sant Martí,1,la Verneda i la Pau,167.9,73,219,2019
1,Total. Euros/m2 construït,Ciutat Vella,1,el Barri Gòtic,4885.9,2,221,2019
1,Total. Euros/m2 construït,Ciutat Vella,1,la Barceloneta,5079.5,3,222,2019
1,Total. Euros/m2 construït,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",4682.5,4,223,2019
2,Total. Euros/m2 construït,Eixample,1,el Fort Pienc,4919.3,5,224,2019
2,Total. Euros/m2 construït,Eixample,1,la Sagrada Família,4379.3,6,225,2019
2,Total. Euros/m2 construït,Eixample,1,la Dreta de l'Eixample,4819.8,7,226,2019
2,Total. Euros/m2 construït,Eixample,1,l'Antiga Esquerra de l'Eixample,4262.4,8,227,2019
2,Total. Euros/m2 construït,Eixample,1,la Nova Esquerra de l'Eixample,4620.8,9,228,2019
2,Total. Euros/m2 construït,Eixample,1,Sant Antoni,4459.3,10,229,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,el Poble Sec,4563.2,11,230,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Marina del Prat Vermell,N/A,12,231,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Marina de Port,2823.7,13,232,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Font de la Guatlla,3906.2,14,233,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,Hostafrancs,3277.2,15,234,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,la Bordeta,2898.4,16,235,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,Sants - Badal,3225.3,17,236,2019
3,Total. Euros/m2 construït,Sants-Montjuïc,1,Sants,3681.2,18,237,2019
4,Total. Euros/m2 construït,Les Corts,1,les Corts,4910.9,19,238,2019
4,Total. Euros/m2 construït,Les Corts,1,la Maternitat i Sant Ramon,4551.1,20,239,2019
4,Total. Euros/m2 construït,Les Corts,1,Pedralbes,6089.9,21,240,2019
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,"Vallvidrera, el Tibidabo i les Planes",4614.6,22,241,2019
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sarrià,6360.8,23,242,2019
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,les Tres Torres,6191.4,24,243,2019
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - la Bonanova,5570.8,25,244,2019
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,Sant Gervasi - Galvany,5488.3,26,245,2019
5,Total. Euros/m2 construït,Sarrià-Sant Gervasi,1,el Putxet i el Farró,4505.1,27,246,2019
6,Total. Euros/m2 construït,Gràcia,1,Vallcarca i els Penitents,3511.5,28,247,2019
6,Total. Euros/m2 construït,Gràcia,1,el Coll,2667.9,29,248,2019
6,Total. Euros/m2 construït,Gràcia,1,la Salut,4314.3,30,249,2019
6,Total. Euros/m2 construït,Gràcia,1,la Vila de Gràcia,5242.1,31,250,2019
6,Total. Euros/m2 construït,Gràcia,1,el Camp d'en Grassot i Gràcia Nova,4254.0,32,251,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,el Baix Guinardó,3915.2,33,252,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,Can Baró,3575.2,34,253,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,el Guinardó,3307.8,35,254,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Font d'en Fargues,2383.2,36,255,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,el Carmel,3179.1,37,256,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Teixonera,2299.2,38,257,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,Sant Genís dels Agudells,2392.7,39,258,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,Montbau,2324.6,40,259,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Vall d'Hebron,4268.2,41,260,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,la Clota,2912.3,42,261,2019
7,Total. Euros/m2 construït,Horta-Guinardó,1,Horta,3420.2,43,262,2019
8,Total. Euros/m2 construït,Nou Barris,1,Vilapicina i la Torre Llobeta,3592.9,44,263,2019
8,Total. Euros/m2 construït,Nou Barris,1,Porta,2762.8,45,264,2019
8,Total. Euros/m2 construït,Nou Barris,1,el Turó de la Peira,2218.1,46,265,2019
8,Total. Euros/m2 construït,Nou Barris,1,Can Peguera,N/A,47,266,2019
8,Total. Euros/m2 construït,Nou Barris,1,la Guineueta,2779.0,48,267,2019
8,Total. Euros/m2 construït,Nou Barris,1,Canyelles,2112.7,49,268,2019
8,Total. Euros/m2 construït,Nou Barris,1,les Roquetes,2811.6,50,269,2019
8,Total. Euros/m2 construït,Nou Barris,1,Verdun,2298.0,51,270,2019
8,Total. Euros/m2 construït,Nou Barris,1,la Prosperitat,2155.3,52,271,2019
8,Total. Euros/m2 construït,Nou Barris,1,la Trinitat Nova,1568.6,53,272,2019
8,Total. Euros/m2 construït,Nou Barris,1,Torre Baró,N/A,54,273,2019
8,Total. Euros/m2 construït,Nou Barris,1,Ciutat Meridiana,1533.1,55,274,2019
8,Total. Euros/m2 construït,Nou Barris,1,Vallbona,N/A,56,275,2019
9,Total. Euros/m2 construït,Sant Andreu,1,la Trinitat Vella,2440.8,57,276,2019
9,Total. Euros/m2 construït,Sant Andreu,1,Baró de Viver,N/A,58,277,2019
9,Total. Euros/m2 construït,Sant Andreu,1,el Bon Pastor,2180.3,59,278,2019
9,Total. Euros/m2 construït,Sant Andreu,1,Sant Andreu,3269.7,60,279,2019
9,Total. Euros/m2 construït,Sant Andreu,1,la Sagrera,3561.6,61,280,2019
9,Total. Euros/m2 construït,Sant Andreu,1,el Congrés i els Indians,3390.9,62,281,2019
9,Total. Euros/m2 construït,Sant Andreu,1,Navas,4505.9,63,282,2019
10,Total. Euros/m2 construït,Sant Martí,1,el Camp de l'Arpa del Clot,3925.5,64,283,2019
10,Total. Euros/m2 construït,Sant Martí,1,el Clot,4152.6,65,284,2019
10,Total. Euros/m2 construït,Sant Martí,1,el Parc i la Llacuna del Poblenou,4062.2,66,285,2019
10,Total. Euros/m2 construït,Sant Martí,1,la Vila Olímpica del Poblenou,5485.5,67,286,2019
10,Total. Euros/m2 construït,Sant Martí,1,el Poblenou,4374.9,68,287,2019
10,Total. Euros/m2 construït,Sant Martí,1,Diagonal Mar i el Front Marítim del Poblenou,4519.9,69,288,2019
10,Total. Euros/m2 construït,Sant Martí,1,el Besòs i el Maresme,3693.1,70,289,2019
10,Total. Euros/m2 construït,Sant Martí,1,Provençals del Poblenou,4521.6,71,290,2019
10,Total. Euros/m2 construït,Sant Martí,1,Sant Martí de Provençals,4119.0,72,291,2019
10,Total. Euros/m2 construït,Sant Martí,1,la Verneda i la Pau,2504.5,73,292,2019
1,Nou. Euros/m2 construït,Ciutat Vella,1,el Raval,6523.6,1,293,2019
1,Nou. Euros/m2 construït,Ciutat Vella,1,el Barri Gòtic,5767.8,2,294,2019
1,Nou. Euros/m2 construït,Ciutat Vella,1,la Barceloneta,N/A,3,295,2019
1,Nou. Euros/m2 construït,Ciutat Vella,1,"Sant Pere, Santa Caterina i la Ribera",5191.1,4,296,2019
2,Nou. Euros/m2 construït,Eixample,1,el Fort Pienc,15275.8,5,297,2019
2,Nou. Euros/m2 construït,Eixample,1,la Sagrada Família,N/A,6,298,2019
2,Nou. Euros/m2 construït,Eixample,1,la Dreta de l'Eixample,5088.9,7,299,2019
2,Nou. Euros/m2 construït,Eixample,1,l'Antiga Esquerra de l'Eixample,3932.0,8,300,2019
2,Nou. Euros/m2 construït,Eixample,1,la Nova Esquerra de l'Eixample,N/A,9,301,2019
2,Nou. Euros/m2 construït,Eixample,1,Sant Antoni,N/A,10,302,2019
3,Nou. Euros/m2 construït,Sants-Montjuïc,1,el Poble Sec,N/A,11,303,2019
