Codi_Districte,Preu_mitja_habitatge,Nom_Districte,Nom_Barri,Valor,Codi_Barri,_id,Any
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,Sarrià,NA,23,315,2017
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,les Tres Torres,5001.9,24,316,2017
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,4481.2,25,317,2017
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,4736,26,318,2017
5,Nou. Euros/m2 construït,Sarrià-Sant Gervasi,el Putxet i el Farró,4040.2,27,319,2017
6,Nou. Euros/m2 construït,Gràcia,Vallcarca i els Penitents,3735.1,28,320,2017
6,Nou. Euros/m2 construït,Gràcia,el Coll,2817.5,29,321,2017
6,Nou. Euros/m2 construït,Gràcia,la Salut,3337.4,30,322,2017
6,Nou. Euros/m2 construït,Gràcia,la Vila de Gràcia,4945.8,31,323,2017
6,Nou. Euros/m2 construït,Gràcia,el Camp d'en Grassot i Gràcia Nova,2248.2,32,324,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,el Baix Guinardó,4065.2,33,325,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,Can Baró,NA,34,326,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,el Guinardó,NA,35,327,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,la Font d'en Fargues,3229.6,36,328,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,el Carmel,2246.4,37,329,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,la Teixonera,2394.6,38,330,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,Sant Genís dels Agudells,2242.1,39,331,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,Montbau,2137.6,40,332,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,la Vall d'Hebron,3384,41,333,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,la Clota,NA,42,334,2017
7,Nou. Euros/m2 construït,Horta-Guinardó,Horta,2713.5,43,335,2017
8,Nou. Euros/m2 construït,Nou Barris,Vilapicina i la Torre Llobeta,3733.8,44,336,2017
8,Nou. Euros/m2 construït,Nou Barris,Porta,NA,45,337,2017
8,Nou. Euros/m2 construït,Nou Barris,el Turó de la Peira,1688.2,46,338,2017
8,Nou. Euros/m2 construït,Nou Barris,Can Peguera,NA,47,339,2017
8,Nou. Euros/m2 construït,Nou Barris,la Guineueta,NA,48,340,2017
8,Nou. Euros/m2 construït,Nou Barris,Canyelles,NA,49,341,2017
8,Nou. Euros/m2 construït,Nou Barris,les Roquetes,NA,50,342,2017
8,Nou. Euros/m2 construït,Nou Barris,Verdun,NA,51,343,2017
8,Nou. Euros/m2 construït,Nou Barris,la Prosperitat,NA,52,344,2017
8,Nou. Euros/m2 construït,Nou Barris,Torre Baró,NA,54,346,2017
8,Nou. Euros/m2 construït,Nou Barris,Ciutat Meridiana,NA,55,347,2017
8,Nou. Euros/m2 construït,Nou Barris,Vallbona,NA,56,348,2017
9,Nou. Euros/m2 construït,Sant Andreu,la Trinitat Vella,NA,57,349,2017
9,Nou. Euros/m2 construït,Sant Andreu,Baró de Viver,NA,58,350,2017
9,Nou. Euros/m2 construït,Sant Andreu,el Bon Pastor,1289,59,351,2017
9,Nou. Euros/m2 construït,Sant Andreu,Sant Andreu,NA,60,352,2017
9,Nou. Euros/m2 construït,Sant Andreu,la Sagrera,NA,61,353,2017
9,Nou. Euros/m2 construït,Sant Andreu,el Congrés i els Indians,4443.3,62,354,2017
9,Nou. Euros/m2 construït,Sant Andreu,Navas,5144,63,355,2017
10,Nou. Euros/m2 construït,Sant Martí,el Camp de l'Arpa del Clot,4871,64,356,2017
10,Nou. Euros/m2 construït,Sant Martí,el Clot,3305,65,357,2017
10,Nou. Euros/m2 construït,Sant Martí,el Parc i la Llacuna del Poblenou,NA,66,358,2017
10,Nou. Euros/m2 construït,Sant Martí,la Vila Olímpica del Poblenou,NA,67,359,2017
10,Nou. Euros/m2 construït,Sant Martí,el Poblenou,4760.8,68,360,2017
10,Nou. Euros/m2 construït,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,3164.6,69,361,2017
10,Nou. Euros/m2 construït,Sant Martí,el Besòs i el Maresme,2581.1,70,362,2017
10,Nou. Euros/m2 construït,Sant Martí,Provençals del Poblenou,2881.1,71,363,2017
10,Nou. Euros/m2 construït,Sant Martí,Sant Martí de Provençals,3063.3,72,364,2017
10,Nou. Euros/m2 construït,Sant Martí,la Verneda i la Pau,2417.2,73,365,2017
1,Usat. Euros/m2 construït,Ciutat Vella,el Raval,3468.9,1,366,2017
1,Usat. Euros/m2 construït,Ciutat Vella,el Barri Gòtic,4441.9,2,367,2017
1,Usat. Euros/m2 construït,Ciutat Vella,la Barceloneta,4551.3,3,368,2017
1,Usat. Euros/m2 construït,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4506.9,4,369,2017
2,Usat. Euros/m2 construït,Eixample,el Fort Pienc,4217.6,5,370,2017
2,Usat. Euros/m2 construït,Eixample,la Sagrada Família,3494.5,6,371,2017
2,Usat. Euros/m2 construït,Eixample,la Dreta de l'Eixample,4731,7,372,2017
2,Usat. Euros/m2 construït,Eixample,l'Antiga Esquerra de l'Eixample,4178.8,8,373,2017
2,Usat. Euros/m2 construït,Eixample,la Nova Esquerra de l'Eixample,4030.3,9,374,2017
2,Usat. Euros/m2 construït,Eixample,Sant Antoni,3322.7,10,375,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,el Poble Sec,3524.8,11,376,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Marina del Prat Vermell,1381.4,12,377,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Marina de Port,2497,13,378,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Font de la Guatlla,3056.9,14,379,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,Hostafrancs,3270.9,15,380,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,la Bordeta,2958.9,16,381,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,Sants - Badal,2782.2,17,382,2017
3,Usat. Euros/m2 construït,Sants-Montjuïc,Sants,4743,18,383,2017
4,Usat. Euros/m2 construït,Les Corts,les Corts,4138.7,19,384,2017
4,Usat. Euros/m2 construït,Les Corts,la Maternitat i Sant Ramon,3995.1,20,385,2017
4,Usat. Euros/m2 construït,Les Corts,Pedralbes,5290.3,21,386,2017
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",2887.9,22,387,2017
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,Sarrià,6177.7,23,388,2017
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,les Tres Torres,5688.5,24,389,2017
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5081.1,25,390,2017
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,4797.6,26,391,2017
5,Usat. Euros/m2 construït,Sarrià-Sant Gervasi,el Putxet i el Farró,4903.1,27,392,2017
6,Usat. Euros/m2 construït,Gràcia,Vallcarca i els Penitents,3564.8,28,393,2017
6,Usat. Euros/m2 construït,Gràcia,el Coll,2720,29,394,2017
6,Usat. Euros/m2 construït,Gràcia,la Salut,3862,30,395,2017
6,Usat. Euros/m2 construït,Gràcia,la Vila de Gràcia,4552.9,31,396,2017
6,Usat. Euros/m2 construït,Gràcia,el Camp d'en Grassot i Gràcia Nova,4011.9,32,397,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,el Baix Guinardó,3518.3,33,398,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,Can Baró,2423.7,34,399,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,el Guinardó,2740,35,400,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,la Font d'en Fargues,3420.5,36,401,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,el Carmel,2120.8,37,402,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,la Teixonera,2161.4,38,403,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,Sant Genís dels Agudells,2045.2,39,404,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,Montbau,2230.8,40,405,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,la Vall d'Hebron,3710.5,41,406,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,la Clota,NA,42,407,2017
7,Usat. Euros/m2 construït,Horta-Guinardó,Horta,2573.5,43,408,2017
8,Usat. Euros/m2 construït,Nou Barris,Vilapicina i la Torre Llobeta,2546.7,44,409,2017
8,Usat. Euros/m2 construït,Nou Barris,Porta,2478.1,45,410,2017
8,Usat. Euros/m2 construït,Nou Barris,el Turó de la Peira,1775.2,46,411,2017
8,Usat. Euros/m2 construït,Nou Barris,Can Peguera,1713.6,47,412,2017
8,Usat. Euros/m2 construït,Nou Barris,la Guineueta,2245,48,413,2017
8,Usat. Euros/m2 construït,Nou Barris,Canyelles,1586.9,49,414,2017
8,Usat. Euros/m2 construït,Nou Barris,les Roquetes,1837,50,415,2017
8,Usat. Euros/m2 construït,Nou Barris,Verdun,2023.6,51,416,2017
8,Usat. Euros/m2 construït,Nou Barris,la Prosperitat,2020.1,52,417,2017
8,Usat. Euros/m2 construït,Nou Barris,la Trinitat Nova,1381.7,53,418,2017
8,Usat. Euros/m2 construït,Nou Barris,Torre Baró,1380.5,54,419,2017
8,Usat. Euros/m2 construït,Nou Barris,Ciutat Meridiana,1216.1,55,420,2017
8,Usat. Euros/m2 construït,Nou Barris,Vallbona,2243.7,56,421,2017
9,Usat. Euros/m2 construït,Sant Andreu,la Trinitat Vella,2057.9,57,422,2017
9,Usat. Euros/m2 construït,Sant Andreu,Baró de Viver,2763,58,423,2017
9,Usat. Euros/m2 construït,Sant Andreu,el Bon Pastor,1936.4,59,424,2017
9,Usat. Euros/m2 construït,Sant Andreu,Sant Andreu,2781.9,60,425,2017
9,Usat. Euros/m2 construït,Sant Andreu,la Sagrera,3303.8,61,426,2017
9,Usat. Euros/m2 construït,Sant Andreu,el Congrés i els Indians,2672.9,62,427,2017
9,Usat. Euros/m2 construït,Sant Andreu,Navas,3871.5,63,428,2017
10,Usat. Euros/m2 construït,Sant Martí,el Camp de l'Arpa del Clot,3927.3,64,429,2017
10,Usat. Euros/m2 construït,Sant Martí,el Clot,3687.5,65,430,2017
10,Usat. Euros/m2 construït,Sant Martí,el Parc i la Llacuna del Poblenou,3821.2,66,431,2017
10,Usat. Euros/m2 construït,Sant Martí,la Vila Olímpica del Poblenou,4315.3,67,432,2017
10,Usat. Euros/m2 construït,Sant Martí,el Poblenou,4285.7,68,433,2017
10,Usat. Euros/m2 construït,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,7020.2,69,434,2017
10,Usat. Euros/m2 construït,Sant Martí,el Besòs i el Maresme,2951,70,435,2017
10,Usat. Euros/m2 construït,Sant Martí,Provençals del Poblenou,5043.6,71,436,2017
10,Usat. Euros/m2 construït,Sant Martí,Sant Martí de Provençals,3332.2,72,437,2017
10,Usat. Euros/m2 construït,Sant Martí,la Verneda i la Pau,2026.4,73,438,2017
